Code,latitude,longitude,target_dose_rate,target_dose_rate_0_1m,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled
1764,50.918015,29.766738,0.1,0.11,8.0,8.0,12.0,13.0,69.0,69.0,114.0,116.0,57.0,57.0,170.0,43.5,4.14
1765,50.918015,29.781017,0.1,0.11,9.0,10.0,13.0,14.0,70.0,70.0,116.0,119.0,56.0,56.0,168.0,21.4,4.57
1766,50.91833,29.796066,0.1,0.1,10.0,11.0,12.0,13.0,71.0,71.0,117.0,119.0,56.0,56.0,162.0,12.1,5.69
1767,50.917997,29.809575,0.1,0.11,10.0,12.0,11.0,13.0,77.0,77.0,111.0,117.0,56.0,56.0,164.0,12.4,5.02
1768,50.918015,29.823854,0.09,0.1,5.0,4.0,12.0,14.0,76.0,77.0,129.0,130.0,56.0,57.0,137.0,45.0,4.2
1769,50.91771,29.83874,0.09,0.11,2.0,3.0,16.0,18.0,61.0,60.0,133.0,132.0,64.0,64.0,145.0,4.8,6.79
1770,50.918015,29.842893,0.1,0.1,3.0,3.0,16.0,17.0,58.0,58.0,135.0,134.0,64.0,64.0,140.0,27.6,4.69
1771,50.918015,29.847653,0.1,0.1,4.0,4.0,18.0,19.0,57.0,56.0,135.0,133.0,64.0,64.0,137.0,21.8,4.94
1772,50.91783,29.8523,0.09,0.1,3.0,3.0,18.0,19.0,59.0,58.0,133.0,132.0,64.0,64.0,140.0,9.9,5.26
1773,50.918367,29.865998,0.1,0.11,5.0,6.0,19.0,21.0,49.0,48.0,130.0,128.0,65.0,65.0,144.0,10.0,5.73
1774,50.91831,29.88104,0.09,0.1,5.0,5.0,21.0,22.0,49.0,49.0,129.0,129.0,64.0,63.0,142.0,7.6,5.73
1775,50.917997,29.895253,0.11,0.11,5.0,5.0,22.0,23.0,47.0,47.0,128.0,128.0,66.0,66.0,111.0,0.8,9.15
1776,50.918015,29.909528,0.1,0.12,6.0,6.0,21.0,22.0,51.0,51.0,122.0,121.0,66.0,66.0,112.0,8.4,5.9
1777,50.917997,29.923812,0.1,0.11,12.0,12.0,21.0,23.0,43.0,43.0,124.0,124.0,68.0,68.0,112.0,2.4,7.6
1778,50.917716,29.933325,0.1,0.12,8.0,8.0,18.0,20.0,45.0,45.0,128.0,126.0,67.0,67.0,112.0,9.1,6.24
1779,50.918015,29.938085,0.11,0.12,10.0,11.0,18.0,20.0,41.0,41.0,127.0,127.0,68.0,68.0,116.0,11.9,5.89
1780,50.918015,29.942845,0.13,0.14,9.0,10.0,18.0,20.0,39.0,39.0,133.0,132.0,69.0,69.0,115.0,5.5,5.96
1781,50.91849,29.946078,0.13,0.13,9.0,9.0,18.0,20.0,41.0,41.0,133.0,131.0,67.0,67.0,113.0,3.2,7.13
1782,50.918015,29.952364,0.12,0.13,8.0,10.0,17.0,19.0,41.0,41.0,131.0,131.0,69.0,69.0,115.0,5.7,6.55
1783,50.918015,29.961884,0.11,0.12,6.0,7.0,19.0,21.0,51.0,51.0,128.0,126.0,67.0,67.0,115.0,2.0,7.66
1784,50.918015,29.966644,0.11,0.11,7.0,7.0,18.0,19.0,55.0,55.0,127.0,126.0,64.0,64.0,116.0,1.9,7.66
1785,50.918015,29.980922,0.13,0.13,8.0,8.0,15.0,17.0,70.0,70.0,118.0,122.0,56.0,56.0,136.0,40.1,4.42
1786,50.917997,29.99521,0.12,0.13,7.0,7.0,14.0,16.0,68.0,69.0,117.0,124.0,58.0,58.0,148.0,15.8,4.77
1787,50.918015,30.00948,0.13,0.13,8.0,8.0,12.0,13.0,72.0,72.0,121.0,125.0,55.0,55.0,155.0,45.0,3.67
1788,50.918015,30.023759,0.12,0.14,7.0,7.0,11.0,13.0,75.0,76.0,118.0,123.0,53.0,53.0,152.0,20.1,5.04
1789,50.918015,30.038037,0.13,0.15,7.0,7.0,12.0,13.0,76.0,76.0,118.0,127.0,53.0,53.0,149.0,10.9,5.86
1790,50.918015,30.052317,0.14,0.16,5.0,5.0,10.0,12.0,73.0,74.0,122.0,128.0,55.0,55.0,146.0,8.3,5.59
1791,50.917997,30.066608,0.12,0.15,5.0,5.0,11.0,12.0,75.0,76.0,120.0,125.0,55.0,55.0,140.0,13.8,5.4
1792,50.918015,30.080875,0.12,0.14,5.0,4.0,11.0,12.0,72.0,73.0,120.0,125.0,57.0,57.0,138.0,45.0,3.13
1793,50.91496,29.96711,0.1,0.11,5.0,4.0,17.0,19.0,59.0,59.0,134.0,132.0,65.0,65.0,116.0,2.4,6.81
1794,50.915018,29.961884,0.1,0.1,5.0,5.0,17.0,18.0,57.0,57.0,134.0,133.0,64.0,64.0,115.0,5.6,5.84
1795,50.915018,29.957124,0.12,0.13,6.0,6.0,17.0,18.0,51.0,51.0,134.0,132.0,67.0,67.0,126.0,19.2,4.65
1796,50.914544,29.952491,0.1,0.11,5.0,6.0,17.0,19.0,49.0,50.0,133.0,131.0,69.0,69.0,116.0,3.7,6.88
1797,50.915018,29.947605,0.09,0.1,5.0,5.0,18.0,20.0,50.0,50.0,132.0,131.0,67.0,67.0,115.0,3.5,6.63
1798,50.91461,29.94306,0.11,0.11,7.0,7.0,17.0,19.0,47.0,48.0,132.0,131.0,67.0,67.0,117.0,5.3,6.47
1799,50.91552,29.93895,0.12,0.12,5.0,4.0,17.0,19.0,51.0,51.0,133.0,131.0,66.0,66.0,116.0,2.0,7.65
1800,50.915018,29.933325,0.1,0.11,5.0,5.0,17.0,19.0,54.0,54.0,130.0,129.0,67.0,67.0,116.0,7.2,6.1
1801,50.914992,29.851334,0.09,0.11,3.0,3.0,19.0,21.0,60.0,60.0,135.0,133.0,63.0,63.0,141.0,6.6,6.19
1802,50.915018,29.847653,0.09,0.1,4.0,4.0,18.0,20.0,56.0,57.0,134.0,133.0,63.0,63.0,139.0,45.0,4.25
1803,50.915,29.84282,0.1,0.11,3.0,3.0,17.0,19.0,56.0,56.0,138.0,139.0,64.0,64.0,136.0,33.1,4.26
1804,50.915018,29.838133,0.1,0.11,3.0,3.0,16.0,18.0,57.0,57.0,137.0,139.0,65.0,65.0,143.0,18.7,5.06
1805,50.915018,29.657267,0.1,0.1,5.0,5.0,15.0,16.0,54.0,54.0,131.0,131.0,63.0,63.0,141.0,16.9,5.21
1806,50.915018,29.652507,0.1,0.12,5.0,5.0,15.0,16.0,59.0,58.0,136.0,135.0,63.0,63.0,142.0,16.8,5.4
1807,50.91491,29.64777,0.09,0.09,5.0,5.0,15.0,17.0,57.0,57.0,130.0,130.0,67.0,67.0,146.0,10.1,5.23
1808,50.915018,29.642988,0.09,0.09,4.0,4.0,16.0,18.0,57.0,56.0,132.0,132.0,65.0,65.0,146.0,14.0,5.49
1809,50.912021,29.657267,0.09,0.1,5.0,5.0,16.0,17.0,56.0,56.0,137.0,135.0,62.0,62.0,145.0,4.6,6.44
1810,50.912021,29.662026,0.09,0.09,5.0,5.0,15.0,16.0,55.0,55.0,137.0,135.0,62.0,62.0,144.0,21.5,4.94
1811,50.91179,29.6682,0.09,0.09,4.0,4.0,17.0,19.0,53.0,53.0,136.0,134.0,63.0,63.0,130.0,9.2,6.07
1812,50.912021,29.833373,0.1,0.12,3.0,3.0,17.0,19.0,57.0,56.0,138.0,137.0,63.0,63.0,143.0,11.6,5.51
1813,50.912021,29.838133,0.1,0.11,3.0,3.0,19.0,20.0,59.0,58.0,138.0,139.0,64.0,64.0,140.0,5.1,6.49
1814,50.912021,29.842893,0.1,0.11,4.0,4.0,17.0,19.0,59.0,60.0,139.0,137.0,65.0,65.0,134.0,25.3,4.97
1815,50.91176,29.84842,0.11,0.12,4.0,4.0,19.0,21.0,59.0,59.0,134.0,132.0,62.0,62.0,132.0,35.9,4.65
1816,50.912021,29.938085,0.11,0.12,4.0,4.0,15.0,17.0,59.0,59.0,132.0,130.0,64.0,64.0,117.0,3.9,6.86
1817,50.912021,29.942845,0.14,0.15,5.0,5.0,16.0,17.0,60.0,60.0,133.0,132.0,65.0,65.0,117.0,3.3,6.66
1818,50.912021,29.947605,0.1,0.11,5.0,5.0,17.0,18.0,56.0,56.0,133.0,131.0,66.0,66.0,117.0,8.5,5.59
1819,50.912021,29.952364,0.11,0.12,5.0,5.0,18.0,19.0,55.0,55.0,134.0,136.0,68.0,68.0,119.0,2.7,6.69
1820,50.912021,29.957124,0.11,0.12,5.0,5.0,17.0,19.0,54.0,55.0,134.0,132.0,67.0,67.0,117.0,7.4,6.01
1821,50.911703,29.961919,0.11,0.11,4.0,4.0,17.0,18.0,60.0,61.0,129.0,128.0,64.0,64.0,116.0,2.1,7.18
1822,50.909023,30.095153,0.13,0.14,5.0,5.0,13.0,14.0,73.0,73.0,126.0,131.0,57.0,57.0,129.0,45.0,3.94
1823,50.909004,30.080888,0.14,0.14,5.0,5.0,11.0,12.0,76.0,77.0,119.0,125.0,51.0,51.0,136.0,29.5,4.18
1824,50.908769,30.064622,0.14,0.15,7.0,7.0,12.0,13.0,72.0,73.0,125.0,131.0,55.0,55.0,142.0,45.0,3.68
1825,50.909004,30.052328,0.14,0.14,5.0,5.0,12.0,14.0,68.0,69.0,117.0,124.0,56.0,57.0,147.0,25.9,4.65
1826,50.908879,30.037079,0.13,0.14,4.0,5.0,14.0,15.0,74.0,74.0,120.0,126.0,56.0,56.0,140.0,7.9,5.92
1827,50.909004,30.023769,0.13,0.13,7.0,7.0,11.0,13.0,75.0,75.0,117.0,123.0,53.0,53.0,148.0,8.1,5.43
1828,50.909004,30.00949,0.11,0.12,5.0,5.0,13.0,14.0,75.0,75.0,118.0,123.0,55.0,55.0,145.0,31.8,4.18
1829,50.909004,29.99518,0.11,0.11,4.0,4.0,15.0,16.0,63.0,63.0,119.0,121.0,65.0,65.0,122.0,6.4,5.92
1830,50.909023,29.980922,0.1,0.11,5.0,4.0,15.0,16.0,65.0,65.0,123.0,128.0,61.0,61.0,119.0,10.3,5.98
1831,50.909004,29.966651,0.1,0.1,5.0,5.0,18.0,19.0,68.0,68.0,127.0,126.0,63.0,63.0,117.0,2.7,6.66
1832,50.909081,29.962957,0.1,0.11,4.0,4.0,16.0,18.0,64.0,64.0,127.0,128.0,64.0,64.0,117.0,5.0,6.27
1833,50.908862,29.950215,0.1,0.11,5.0,6.0,16.0,17.0,59.0,60.0,134.0,133.0,64.0,64.0,116.0,3.7,6.83
1834,50.909023,29.938085,0.13,0.14,7.0,6.0,14.0,16.0,67.0,68.0,118.0,122.0,61.0,61.0,123.0,45.0,3.79
1835,50.909312,29.9224,0.1,0.1,6.0,6.0,16.0,17.0,69.0,71.0,129.0,132.0,59.0,59.0,129.0,22.7,4.58
1836,50.91015,29.90946,0.12,0.12,5.0,5.0,20.0,21.0,48.0,48.0,127.0,127.0,68.0,68.0,118.0,7.8,6.12
1837,50.909004,29.895253,0.09,0.1,8.0,8.0,22.0,23.0,45.0,45.0,126.0,124.0,68.0,68.0,111.0,1.3,7.74
1838,50.909023,29.88097,0.1,0.1,8.0,9.0,23.0,25.0,44.0,44.0,130.0,129.0,68.0,68.0,112.0,2.7,6.89
1839,50.910072,29.86494,0.09,0.1,5.0,5.0,21.0,23.0,42.0,42.0,129.0,130.0,67.0,67.0,112.0,2.1,7.01
1840,50.909023,29.852412,0.09,0.1,4.0,4.0,20.0,22.0,65.0,65.0,131.0,131.0,63.0,63.0,116.0,12.6,5.74
1841,50.909023,29.842893,0.1,0.1,3.0,4.0,17.0,18.0,59.0,59.0,134.0,134.0,62.0,62.0,122.0,41.7,4.34
1842,50.909023,29.838133,0.11,0.11,3.0,4.0,17.0,18.0,59.0,58.0,134.0,135.0,62.0,62.0,136.0,15.6,5.27
1843,50.909004,29.823855,0.11,0.13,4.0,4.0,11.0,13.0,73.0,73.0,129.0,133.0,61.0,61.0,153.0,11.2,5.44
1844,50.909023,29.809575,0.11,0.12,13.0,14.0,12.0,14.0,71.0,71.0,120.0,120.0,55.0,55.0,156.0,14.3,5.73
1845,50.909004,29.795296,0.12,0.13,9.0,11.0,13.0,13.0,67.0,67.0,115.0,118.0,56.0,56.0,152.0,33.4,5.22
1846,50.9085,29.780774,0.12,0.12,8.0,10.0,13.0,14.0,72.0,71.0,116.0,120.0,55.0,55.0,162.0,19.0,5.16
1847,50.909023,29.766738,0.09,0.09,10.0,11.0,11.0,12.0,72.0,72.0,117.0,119.0,56.0,55.0,168.0,12.1,5.58
1848,50.909004,29.752457,0.09,0.1,8.0,9.0,12.0,14.0,73.0,73.0,123.0,126.0,55.0,55.0,168.0,45.0,3.56
1849,50.908987,29.736924,0.11,0.12,10.0,9.0,12.0,14.0,74.0,73.0,115.0,121.0,55.0,55.0,176.0,17.8,4.72
1850,50.909004,29.723898,0.1,0.11,8.0,9.0,11.0,13.0,74.0,75.0,120.0,127.0,55.0,55.0,174.0,9.5,5.71
1851,50.909023,29.709623,0.09,0.1,7.0,6.0,16.0,18.0,75.0,75.0,123.0,126.0,54.0,54.0,158.0,45.0,4.11
1852,50.908891,29.695276,0.1,0.1,6.0,5.0,14.0,16.0,75.0,75.0,121.0,127.0,54.0,54.0,148.0,18.5,5.04
1853,50.909004,29.681059,0.09,0.09,4.0,4.0,17.0,18.0,55.0,55.0,129.0,128.0,65.0,65.0,127.0,2.4,8.2
1854,50.909023,29.676306,0.09,0.1,5.0,5.0,15.0,17.0,60.0,60.0,136.0,135.0,62.0,62.0,131.0,24.5,4.87
1855,50.9092,29.67199,0.09,0.09,4.0,4.0,15.0,16.0,60.0,60.0,138.0,137.0,62.0,62.0,139.0,30.1,4.42
1856,50.909023,29.666786,0.09,0.09,4.0,4.0,15.0,17.0,58.0,57.0,137.0,135.0,62.0,62.0,143.0,17.7,5.1
1857,50.90976,29.6514,0.09,0.09,4.0,3.0,15.0,16.0,57.0,58.0,136.0,134.0,63.0,63.0,150.0,6.6,6.08
1858,50.909004,29.63822,0.09,0.1,5.0,5.0,14.0,15.0,64.0,63.0,134.0,134.0,61.0,61.0,153.0,2.6,6.66
1859,50.909023,29.62395,0.1,0.1,4.0,4.0,12.0,13.0,68.0,68.0,129.0,130.0,62.0,62.0,160.0,7.7,5.71
1860,50.909185,29.610752,0.09,0.1,4.0,4.0,18.0,20.0,65.0,65.0,135.0,134.0,66.0,66.0,154.0,10.9,5.18
1861,50.909023,29.604911,0.09,0.09,4.0,4.0,16.0,18.0,65.0,66.0,134.0,135.0,63.0,63.0,150.0,8.3,6.1
1862,50.909004,29.595381,0.1,0.11,5.0,5.0,14.0,16.0,65.0,65.0,122.0,126.0,68.0,68.0,147.0,28.2,4.67
1863,50.909004,29.581102,0.11,0.12,5.0,5.0,13.0,14.0,65.0,66.0,127.0,128.0,66.0,66.0,154.0,38.7,4.26
1864,50.909004,29.566716,0.09,0.1,4.0,4.0,14.0,15.0,59.0,60.0,130.0,129.0,66.0,66.0,156.0,2.5,7.05
1865,50.909004,29.552542,0.09,0.09,4.0,4.0,17.0,19.0,64.0,64.0,131.0,130.0,65.0,65.0,156.0,11.4,5.56
1866,50.909004,29.538263,0.09,0.09,4.0,4.0,16.0,18.0,61.0,61.0,136.0,135.0,65.0,65.0,157.0,7.0,6.25
1867,50.90913,29.52413,0.09,0.09,4.0,4.0,16.0,18.0,60.0,60.0,134.0,132.0,66.0,66.0,162.0,9.5,5.47
1868,50.909023,29.509718,0.09,0.09,4.0,4.0,19.0,21.0,53.0,54.0,135.0,135.0,62.0,62.0,161.0,7.5,6.44
1869,50.909004,29.495424,0.1,0.12,3.0,4.0,19.0,20.0,59.0,59.0,135.0,133.0,64.0,64.0,166.0,5.0,6.61
1870,50.909023,29.48116,0.11,0.12,4.0,4.0,19.0,21.0,59.0,59.0,134.0,133.0,63.0,63.0,172.0,0.9,8.13
1871,50.906025,29.60967,0.09,0.09,4.0,4.0,17.0,18.0,64.0,64.0,134.0,132.0,65.0,65.0,154.0,2.9,6.99
1872,50.906025,29.676306,0.09,0.1,5.0,5.0,14.0,15.0,59.0,59.0,136.0,134.0,60.0,60.0,139.0,19.7,5.23
1873,50.90598,29.6809,0.09,0.11,5.0,5.0,14.0,16.0,60.0,60.0,137.0,135.0,63.0,63.0,136.0,39.2,4.72
1874,50.906025,29.833373,0.11,0.12,3.0,4.0,16.0,18.0,66.0,65.0,135.0,134.0,60.0,60.0,143.0,44.4,4.36
1875,50.906025,29.838133,0.09,0.1,3.0,3.0,16.0,18.0,65.0,65.0,134.0,136.0,61.0,61.0,119.0,15.7,5.62
1876,50.90624,29.951886,0.09,0.11,4.0,5.0,16.0,17.0,65.0,65.0,129.0,129.0,61.0,61.0,119.0,3.4,6.52
1877,50.903028,29.60967,0.1,0.1,3.0,3.0,17.0,18.0,64.0,64.0,137.0,135.0,62.0,62.0,150.0,10.9,5.87
1878,50.903028,29.604911,0.11,0.12,4.0,4.0,17.0,19.0,64.0,64.0,135.0,133.0,63.0,63.0,143.0,3.5,7.66
1879,50.903028,29.600151,0.12,0.12,4.0,4.0,16.0,18.0,66.0,65.0,134.0,133.0,65.0,65.0,148.0,9.8,6.28
1880,50.900031,29.48116,0.11,0.11,4.0,4.0,14.0,15.0,70.0,69.0,133.0,131.0,59.0,59.0,174.0,14.7,5.21
1881,50.899568,29.496143,0.1,0.12,4.0,4.0,17.0,19.0,66.0,66.0,135.0,134.0,63.0,63.0,175.0,5.0,6.13
1882,50.900031,29.509718,0.11,0.11,4.0,4.0,19.0,21.0,56.0,55.0,136.0,134.0,64.0,64.0,170.0,5.1,6.2
1883,50.900119,29.524773,0.1,0.11,4.0,4.0,18.0,19.0,57.0,57.0,135.0,134.0,64.0,64.0,168.0,2.1,7.79
1884,50.900028,29.539414,0.12,0.12,3.0,3.0,17.0,19.0,57.0,57.0,136.0,135.0,64.0,64.0,166.0,7.3,5.91
1885,50.900011,29.552542,0.1,0.11,3.0,3.0,18.0,20.0,60.0,59.0,138.0,136.0,62.0,62.0,159.0,2.5,7.21
1886,50.900011,29.566822,0.11,0.11,3.0,3.0,16.0,17.0,61.0,61.0,134.0,133.0,63.0,62.0,158.0,5.0,6.34
1887,50.900031,29.581112,0.1,0.12,3.0,4.0,13.0,15.0,64.0,63.0,127.0,126.0,62.0,62.0,156.0,9.6,5.34
1888,50.900011,29.595381,0.1,0.1,3.0,4.0,16.0,18.0,60.0,61.0,130.0,129.0,65.0,65.0,154.0,1.9,6.99
1889,50.900031,29.604911,0.12,0.12,4.0,4.0,17.0,19.0,64.0,64.0,137.0,136.0,62.0,62.0,145.0,29.0,4.75
1890,50.9006,29.61066,0.1,0.1,3.0,4.0,17.0,19.0,64.0,64.0,142.0,140.0,61.0,61.0,148.0,14.3,4.96
1891,50.900031,29.61443,0.1,0.11,3.0,3.0,16.0,18.0,65.0,65.0,139.0,138.0,63.0,63.0,150.0,6.8,5.93
1892,50.900011,29.62394,0.11,0.11,4.0,4.0,14.0,16.0,66.0,66.0,137.0,136.0,62.0,62.0,154.0,8.6,5.63
1893,50.900011,29.63822,0.1,0.12,3.0,3.0,14.0,16.0,74.0,74.0,131.0,134.0,59.0,59.0,153.0,2.7,7.38
1894,50.900011,29.6525,0.11,0.12,5.0,5.0,10.0,12.0,77.0,77.0,123.0,128.0,54.0,54.0,171.0,12.3,5.06
1895,50.900031,29.666786,0.1,0.11,5.0,5.0,13.0,14.0,64.0,64.0,137.0,138.0,62.0,62.0,152.0,12.1,5.91
1896,50.900031,29.681065,0.09,0.09,5.0,5.0,11.0,13.0,69.0,69.0,135.0,136.0,60.0,60.0,147.0,15.6,5.11
1897,50.900031,29.695343,0.09,0.1,5.0,5.0,14.0,16.0,74.0,75.0,130.0,133.0,60.0,60.0,125.0,2.5,7.5
1898,50.900031,29.709623,0.1,0.1,5.0,5.0,13.0,16.0,77.0,78.0,122.0,129.0,57.0,57.0,145.0,24.6,4.75
1899,50.900031,29.723902,0.09,0.1,7.0,5.0,14.0,16.0,76.0,76.0,121.0,128.0,55.0,55.0,150.0,13.5,5.57
1900,50.900011,29.738177,0.1,0.11,7.0,6.0,13.0,14.0,78.0,78.0,118.0,124.0,55.0,55.0,151.0,20.2,5.68
1901,50.900011,29.752457,0.09,0.1,9.0,8.0,10.0,12.0,74.0,74.0,117.0,124.0,55.0,55.0,170.0,7.2,5.61
1902,50.900031,29.766738,0.1,0.1,9.0,11.0,13.0,14.0,70.0,70.0,116.0,118.0,56.0,56.0,167.0,5.4,6.09
1903,50.900011,29.781016,0.11,0.12,10.0,11.0,12.0,13.0,68.0,68.0,120.0,121.0,57.0,57.0,163.0,7.2,5.59
1904,50.900011,29.795296,0.11,0.11,10.0,11.0,12.0,13.0,70.0,70.0,116.0,119.0,56.0,56.0,160.0,33.6,4.52
1905,50.900011,29.809575,0.1,0.12,9.0,12.0,12.0,13.0,70.0,71.0,115.0,118.0,56.0,56.0,163.0,34.5,4.62
1906,50.900031,29.823854,0.11,0.11,7.0,8.0,14.0,15.0,76.0,77.0,116.0,121.0,54.0,55.0,142.0,11.9,5.66
1907,50.900011,29.838134,0.09,0.1,3.0,4.0,16.0,18.0,72.0,72.0,127.0,128.0,59.0,59.0,116.0,5.8,7.15
1908,50.900031,29.852412,0.09,0.11,6.0,6.0,20.0,22.0,59.0,59.0,131.0,129.0,62.0,62.0,112.0,1.1,7.58
1909,50.900011,29.866694,0.09,0.1,8.0,8.0,22.0,23.0,50.0,50.0,131.0,131.0,69.0,69.0,112.0,2.5,6.59
1910,50.900011,29.880973,0.09,0.09,5.0,5.0,23.0,25.0,46.0,46.0,126.0,125.0,70.0,70.0,112.0,1.4,7.51
1911,50.900031,29.895249,0.09,0.1,6.0,7.0,19.0,21.0,53.0,53.0,126.0,125.0,66.0,66.0,111.0,13.4,5.17
1912,50.899832,29.910453,0.12,0.12,8.0,7.0,14.0,15.0,74.0,74.0,112.0,121.0,54.0,54.0,132.0,33.3,4.43
1913,50.900124,29.922947,0.12,0.13,8.0,7.0,14.0,15.0,76.0,77.0,118.0,125.0,53.0,53.0,138.0,30.0,4.53
1914,50.900031,29.938085,0.12,0.13,7.0,7.0,12.0,13.0,74.0,75.0,117.0,124.0,55.0,55.0,136.0,13.0,5.77
1915,50.900011,29.95107,0.11,0.12,8.0,6.0,13.0,14.0,80.0,80.0,116.0,123.0,53.0,53.0,142.0,18.7,5.53
1916,50.900031,29.966644,0.11,0.13,7.0,6.0,15.0,16.0,74.0,74.0,120.0,125.0,62.0,62.0,121.0,12.5,5.38
1917,50.900011,29.98093,0.12,0.14,5.0,5.0,14.0,16.0,75.0,75.0,121.0,126.0,58.0,58.0,142.0,35.3,3.99
1918,50.900031,29.995201,0.15,0.17,6.0,5.0,14.0,16.0,70.0,70.0,114.0,123.0,59.0,59.0,141.0,45.0,3.63
1919,50.900031,30.00948,0.13,0.14,11.0,8.0,14.0,16.0,69.0,69.0,120.0,125.0,56.0,56.0,133.0,28.9,4.33
1920,50.900031,30.023759,0.13,0.14,8.0,8.0,13.0,14.0,76.0,76.0,115.0,121.0,51.0,52.0,132.0,27.3,4.82
1921,50.900031,30.038037,0.12,0.14,7.0,7.0,12.0,13.0,79.0,79.0,114.0,124.0,53.0,53.0,145.0,28.2,4.28
1922,50.900031,30.052317,0.11,0.12,7.0,7.0,11.0,13.0,76.0,76.0,114.0,124.0,54.0,54.0,140.0,16.3,4.87
1923,50.900011,30.066608,0.11,0.13,6.0,6.0,13.0,14.0,79.0,80.0,119.0,127.0,52.0,52.0,131.0,11.4,5.67
1924,50.900031,30.080875,0.13,0.14,5.0,5.0,11.0,12.0,80.0,80.0,118.0,124.0,52.0,52.0,130.0,8.8,5.52
1925,50.90025,30.0938,0.12,0.14,5.0,5.0,10.0,11.0,67.0,68.0,128.0,133.0,58.0,58.0,136.0,36.9,4.09
1926,50.897033,29.61443,0.12,0.12,3.0,3.0,16.0,18.0,65.0,66.0,139.0,137.0,62.0,62.0,146.0,14.0,5.79
1927,50.897033,29.60967,0.12,0.13,4.0,4.0,17.0,19.0,64.0,65.0,141.0,140.0,61.0,61.0,142.0,12.2,6.16
1928,50.897033,29.502,0.11,0.12,3.0,3.0,18.0,19.0,70.0,70.0,138.0,136.0,60.0,60.0,171.0,3.4,6.59
1929,50.897033,29.495439,0.1,0.1,4.0,4.0,16.0,18.0,72.0,73.0,130.0,132.0,59.0,59.0,174.0,16.9,5.25
1930,50.900031,29.50039,0.09,0.09,4.0,4.0,18.0,19.0,62.0,62.0,135.0,134.0,62.0,62.0,174.0,9.2,5.3
1931,50.894624,29.500972,0.1,0.11,4.0,4.0,12.0,14.0,72.0,72.0,133.0,133.0,58.0,58.0,179.0,16.0,5.6
1932,50.894035,29.61443,0.11,0.12,4.0,4.0,14.0,16.0,65.0,65.0,136.0,136.0,62.0,63.0,144.0,30.5,4.75
1933,50.8945,29.7048,0.09,0.09,5.0,4.0,14.0,16.0,70.0,70.0,134.0,135.0,60.0,61.0,125.0,17.4,5.06
1934,50.891017,30.095167,0.11,0.13,5.0,5.0,12.0,13.0,75.0,75.0,122.0,128.0,57.0,57.0,137.0,15.0,4.7
1935,50.891037,30.080875,0.12,0.13,8.0,8.0,13.0,14.0,78.0,78.0,118.0,123.0,51.0,51.0,141.0,16.7,4.65
1936,50.891017,30.066608,0.12,0.14,7.0,7.0,15.0,16.0,68.0,68.0,115.0,123.0,57.0,57.0,127.0,3.7,7.03
1937,50.891017,30.052328,0.12,0.12,7.0,7.0,12.0,14.0,82.0,82.0,116.0,125.0,54.0,55.0,141.0,8.1,5.96
1938,50.890745,30.037594,0.11,0.12,8.0,8.0,13.0,14.0,73.0,73.0,117.0,123.0,58.0,58.0,128.0,5.3,6.55
1939,50.891017,30.023769,0.12,0.13,8.0,7.0,13.0,14.0,80.0,81.0,114.0,123.0,52.0,52.0,138.0,9.5,5.54
1940,50.891037,30.00948,0.11,0.12,7.0,7.0,13.0,15.0,77.0,77.0,115.0,123.0,57.0,58.0,132.0,7.9,5.71
1941,50.891037,29.995201,0.09,0.1,6.0,5.0,13.0,15.0,75.0,75.0,119.0,124.0,57.0,57.0,130.0,14.1,4.81
1942,50.891017,29.98093,0.11,0.12,5.0,5.0,15.0,17.0,72.0,73.0,124.0,126.0,62.0,62.0,122.0,26.6,5.06
1943,50.891037,29.966644,0.1,0.11,8.0,7.0,13.0,15.0,71.0,71.0,117.0,123.0,58.0,58.0,127.0,29.8,4.32
1944,50.891037,29.952364,0.11,0.13,5.0,5.0,12.0,13.0,77.0,77.0,114.0,120.0,55.0,55.0,135.0,15.0,5.29
1945,50.891017,29.938092,0.11,0.12,7.0,7.0,12.0,13.0,71.0,71.0,118.0,124.0,56.0,56.0,146.0,41.8,4.55
1946,50.891017,29.923812,0.1,0.11,5.0,5.0,13.0,15.0,74.0,74.0,122.0,126.0,59.0,60.0,125.0,9.5,5.77
1947,50.890952,29.90845,0.11,0.11,9.0,9.0,13.0,15.0,64.0,65.0,118.0,122.0,61.0,61.0,125.0,19.9,5.02
1948,50.891118,29.894026,0.09,0.1,6.0,5.0,18.0,19.0,60.0,60.0,126.0,126.0,64.0,64.0,113.0,2.9,7.38
1949,50.891017,29.880973,0.1,0.1,7.0,7.0,22.0,24.0,53.0,52.0,127.0,126.0,68.0,68.0,113.0,3.6,7.03
1950,50.891554,29.864841,0.09,0.1,5.0,7.0,22.0,23.0,51.0,50.0,127.0,126.0,67.0,67.0,113.0,2.6,6.82
1951,50.891017,29.852414,0.1,0.1,5.0,7.0,18.0,19.0,55.0,54.0,130.0,131.0,64.0,64.0,113.0,4.7,6.49
1952,50.891037,29.838133,0.09,0.11,5.0,5.0,14.0,15.0,73.0,72.0,123.0,128.0,53.0,53.0,122.0,22.4,5.56
