Code,latitude,longitude,target_dose_rate,target_dose_rate_0_1m,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled
182,51.10726,30.02347,0.2,0.21,6.0,7.0,11.0,12.0,70.0,69.0,118.0,124.0,55.0,55.0,146.0,42.7,4.04
183,51.106856,30.00949,0.11,0.14,5.0,6.0,12.0,14.0,73.0,73.0,126.0,129.0,57.0,58.0,126.0,44.0,4.68
184,51.10765,29.99459,0.13,0.13,5.0,5.0,15.0,16.0,66.0,66.0,129.0,127.0,64.0,64.0,127.0,20.8,5.05
185,51.10712,29.98087,0.14,0.14,5.0,5.0,16.0,17.0,63.0,62.0,136.0,137.0,62.0,63.0,129.0,3.8,6.13
186,51.106864,29.976163,0.1,0.1,4.0,4.0,16.0,18.0,61.0,61.0,136.0,136.0,62.0,62.0,124.0,10.0,6.23
187,51.106864,29.971403,0.12,0.14,4.0,4.0,16.0,17.0,60.0,60.0,138.0,136.0,64.0,64.0,129.0,4.8,6.26
188,51.10735,29.96643,0.1,0.13,3.0,3.0,17.0,18.0,62.0,62.0,141.0,139.0,63.0,63.0,124.0,8.8,6.14
189,51.107076,29.955287,0.1,0.11,4.0,4.0,15.0,17.0,65.0,65.0,139.0,137.0,62.0,62.0,125.0,2.2,7.22
190,51.106856,29.938092,0.1,0.12,5.0,5.0,11.0,12.0,77.0,78.0,127.0,132.0,54.0,54.0,137.0,19.7,4.91
191,51.106856,29.923812,0.11,0.11,7.0,7.0,10.0,11.0,75.0,76.0,119.0,123.0,53.0,53.0,131.0,10.5,6.05
192,51.10574,29.90955,0.1,0.11,6.0,7.0,10.0,12.0,73.0,73.0,124.0,128.0,53.0,53.0,145.0,8.9,5.61
193,51.10665,29.895221,0.11,0.12,4.0,4.0,13.0,15.0,73.0,73.0,132.0,132.0,56.0,56.0,138.0,45.0,4.09
194,51.106856,29.880973,0.11,0.12,4.0,4.0,14.0,15.0,66.0,65.0,136.0,136.0,61.0,61.0,127.0,8.2,6.02
195,51.107182,29.865504,0.11,0.11,3.0,3.0,13.0,14.0,70.0,71.0,138.0,138.0,59.0,59.0,130.0,3.5,6.78
196,51.106864,29.852412,0.1,0.11,5.0,5.0,12.0,14.0,66.0,66.0,139.0,139.0,60.0,60.0,130.0,4.2,6.43
197,51.106856,29.838134,0.11,0.11,5.0,6.0,13.0,14.0,66.0,65.0,127.0,128.0,62.0,62.0,132.0,10.1,5.65
198,51.106856,29.823855,0.11,0.11,5.0,4.0,13.0,15.0,68.0,69.0,133.0,133.0,61.0,61.0,132.0,6.4,6.1
199,51.107005,29.794472,0.1,0.12,5.0,5.0,11.0,13.0,63.0,63.0,122.0,126.0,58.0,58.0,144.0,12.2,5.21
200,51.106864,29.785777,0.1,0.1,4.0,6.0,14.0,15.0,64.0,64.0,128.0,128.0,62.0,62.0,131.0,4.7,6.4
201,51.106856,29.781016,0.09,0.09,4.0,4.0,15.0,16.0,56.0,56.0,131.0,130.0,59.0,59.0,130.0,2.9,6.73
202,51.10689,29.77648,0.1,0.11,4.0,4.0,14.0,16.0,58.0,57.0,136.0,135.0,58.0,58.0,128.0,4.7,7.13
203,51.106864,29.771498,0.1,0.1,6.0,6.0,15.0,16.0,59.0,59.0,127.0,126.0,60.0,60.0,127.0,14.1,5.32
204,51.106847,29.76659,0.09,0.1,5.0,5.0,15.0,17.0,66.0,67.0,123.0,121.0,60.0,60.0,125.0,6.6,6.24
205,51.106864,29.761979,0.09,0.11,5.0,4.0,16.0,17.0,67.0,67.0,121.0,122.0,61.0,61.0,126.0,2.6,6.77
206,51.107109,29.752422,0.1,0.1,4.0,4.0,12.0,13.0,68.0,68.0,128.0,130.0,57.0,57.0,141.0,29.6,4.51
207,51.106974,29.737864,0.09,0.11,5.0,5.0,13.0,15.0,71.0,71.0,131.0,131.0,57.0,57.0,148.0,37.7,4.28
208,51.106856,29.723898,0.1,0.11,4.0,4.0,16.0,18.0,60.0,61.0,136.0,135.0,63.0,63.0,141.0,29.3,4.26
209,51.106856,29.709618,0.09,0.1,4.0,5.0,15.0,16.0,64.0,64.0,130.0,131.0,60.0,60.0,135.0,9.0,5.83
210,51.106864,29.695343,0.1,0.1,4.0,4.0,13.0,15.0,62.0,62.0,132.0,133.0,61.0,61.0,137.0,7.1,6.13
211,51.10423,29.76188,0.09,0.09,5.0,4.0,16.0,17.0,65.0,64.0,127.0,126.0,58.0,58.0,129.0,20.0,4.68
212,51.1041,29.767766,0.1,0.1,6.0,6.0,15.0,17.0,61.0,61.0,126.0,126.0,58.0,58.0,129.0,5.4,6.55
213,51.103866,29.771498,0.09,0.11,4.0,4.0,15.0,17.0,57.0,57.0,137.0,137.0,59.0,59.0,130.0,2.3,7.18
214,51.10392,30.12236,0.1,0.1,4.0,4.0,15.0,16.0,52.0,52.0,136.0,133.0,62.0,62.0,125.0,7.3,6.22
215,51.10377,30.12964,0.12,0.13,4.0,4.0,14.0,15.0,52.0,51.0,134.0,133.0,60.0,60.0,124.0,11.0,5.25
216,51.10431,30.13353,0.11,0.12,5.0,4.0,14.0,15.0,53.0,52.0,134.0,133.0,63.0,63.0,122.0,3.5,6.69
217,51.103866,30.14275,0.1,0.11,4.0,4.0,14.0,15.0,53.0,52.0,132.0,131.0,63.0,63.0,123.0,9.0,6.0
218,51.10444,30.14743,0.1,0.11,3.0,4.0,15.0,16.0,54.0,54.0,133.0,132.0,65.0,65.0,123.0,4.6,6.42
219,51.10396,30.15066,0.1,0.1,3.0,3.0,15.0,15.0,56.0,56.0,136.0,137.0,64.0,64.0,123.0,11.9,5.23
220,51.10387,30.157028,0.13,0.14,4.0,4.0,14.0,14.0,55.0,55.0,135.0,134.0,63.0,63.0,120.0,17.1,5.06
221,51.103866,30.161788,0.1,0.11,3.0,3.0,14.0,15.0,57.0,57.0,134.0,133.0,63.0,63.0,123.0,5.9,5.9
222,51.103866,30.166548,0.14,0.14,4.0,5.0,16.0,16.0,62.0,62.0,134.0,132.0,63.0,63.0,122.0,12.9,5.37
223,51.10385,30.17054,0.1,0.1,5.0,5.0,15.0,16.0,66.0,66.0,136.0,134.0,58.0,58.0,122.0,12.0,4.93
224,51.10089,30.17108,0.14,0.14,5.0,5.0,11.0,12.0,64.0,64.0,130.0,130.0,58.0,58.0,124.0,17.6,5.08
225,51.10128,30.166548,0.1,0.11,3.0,4.0,16.0,16.0,59.0,59.0,136.0,135.0,62.0,62.0,123.0,6.1,5.64
226,51.100449,30.14856,0.12,0.12,4.0,4.0,15.0,16.0,56.0,56.0,134.0,133.0,63.0,63.0,124.0,6.6,6.02
227,51.100868,30.14275,0.11,0.12,5.0,4.0,15.0,16.0,50.0,49.0,129.0,128.0,64.0,64.0,123.0,4.3,6.83
228,51.100868,29.771498,0.1,0.11,3.0,4.0,14.0,17.0,60.0,59.0,136.0,135.0,57.0,57.0,132.0,2.7,7.13
229,51.100868,29.766738,0.09,0.1,4.0,4.0,16.0,17.0,60.0,60.0,134.0,136.0,57.0,57.0,133.0,6.4,5.73
230,51.100868,29.761979,0.1,0.11,5.0,5.0,16.0,17.0,66.0,66.0,124.0,123.0,58.0,58.0,131.0,16.0,5.75
231,51.100868,29.757219,0.1,0.1,5.0,4.0,15.0,17.0,63.0,63.0,127.0,128.0,58.0,58.0,127.0,14.3,5.24
232,51.097872,29.723902,0.1,0.11,4.0,4.0,18.0,20.0,59.0,59.0,133.0,132.0,64.0,64.0,136.0,5.4,6.23
233,51.097862,29.738101,0.09,0.1,5.0,5.0,12.0,13.0,73.0,73.0,117.0,122.0,56.0,56.0,144.0,22.1,4.83
234,51.097862,29.752457,0.1,0.11,4.0,4.0,13.0,15.0,68.0,68.0,131.0,132.0,57.0,57.0,129.0,5.8,5.76
235,51.097872,29.757219,0.09,0.1,5.0,5.0,15.0,16.0,64.0,65.0,131.0,132.0,58.0,58.0,133.0,10.3,5.46
236,51.09808,29.76195,0.11,0.11,4.0,4.0,16.0,18.0,62.0,62.0,135.0,134.0,59.0,59.0,130.0,7.1,5.86
237,51.097862,29.766736,0.1,0.11,3.0,4.0,14.0,16.0,58.0,58.0,134.0,135.0,55.0,55.0,132.0,26.0,5.0
238,51.098832,29.779019,0.09,0.09,4.0,4.0,17.0,19.0,60.0,60.0,138.0,140.0,56.0,56.0,131.0,2.8,6.82
239,51.097862,29.795296,0.1,0.1,4.0,4.0,17.0,18.0,59.0,59.0,130.0,130.0,64.0,64.0,132.0,4.0,6.8
240,51.097862,29.809575,0.09,0.11,7.0,7.0,15.0,16.0,63.0,63.0,127.0,129.0,61.0,61.0,129.0,1.8,7.2
241,51.098953,29.825965,0.08,0.08,6.0,6.0,12.0,14.0,65.0,65.0,117.0,122.0,56.0,56.0,127.0,21.7,5.26
242,51.097872,29.838133,0.1,0.12,5.0,5.0,13.0,15.0,64.0,65.0,126.0,129.0,56.0,56.0,137.0,4.9,6.47
243,51.097862,29.852414,0.1,0.11,5.0,5.0,11.0,13.0,74.0,75.0,123.0,128.0,55.0,55.0,138.0,43.6,3.92
244,51.097862,29.866694,0.1,0.11,5.0,5.0,11.0,12.0,72.0,72.0,122.0,129.0,55.0,55.0,143.0,15.5,5.17
245,51.097862,29.880973,0.1,0.1,5.0,5.0,13.0,15.0,65.0,64.0,130.0,132.0,61.0,61.0,129.0,4.6,7.03
246,51.097776,29.89509,0.09,0.1,5.0,5.0,12.0,14.0,71.0,71.0,125.0,131.0,59.0,59.0,136.0,34.5,5.03
247,51.097862,29.909487,0.1,0.11,7.0,7.0,11.0,13.0,75.0,75.0,123.0,128.0,53.0,53.0,144.0,45.0,4.06
248,51.096986,29.92448,0.11,0.11,8.0,8.0,10.0,11.0,69.0,70.0,113.0,121.0,50.0,50.0,142.0,7.3,6.39
249,51.097689,29.93635,0.11,0.12,9.0,8.0,10.0,11.0,73.0,72.0,113.0,122.0,49.0,49.0,145.0,11.3,5.81
250,51.09713,29.95382,0.1,0.12,9.0,8.0,12.0,13.0,73.0,74.0,119.0,124.0,50.0,50.0,145.0,24.7,4.49
251,51.097872,29.966644,0.12,0.12,5.0,5.0,12.0,13.0,76.0,76.0,114.0,121.0,53.0,53.0,150.0,19.0,4.62
252,51.097862,29.98093,0.11,0.13,5.0,6.0,12.0,13.0,72.0,73.0,117.0,123.0,54.0,54.0,148.0,26.4,4.51
253,51.09827,29.99426,0.15,0.15,8.0,7.0,11.0,12.0,71.0,71.0,116.0,120.0,53.0,53.0,150.0,7.3,6.63
254,51.097872,30.00948,0.13,0.14,7.0,7.0,12.0,13.0,68.0,67.0,124.0,129.0,54.0,55.0,149.0,13.4,5.0
255,51.097862,30.023769,0.12,0.13,4.0,4.0,16.0,17.0,58.0,58.0,133.0,135.0,60.0,60.0,133.0,10.3,5.65
256,51.097872,30.038037,0.12,0.13,4.0,4.0,17.0,18.0,53.0,54.0,135.0,137.0,60.0,60.0,132.0,12.7,5.47
257,51.09823,30.05259,0.14,0.15,7.0,7.0,14.0,16.0,65.0,65.0,129.0,130.0,57.0,57.0,137.0,24.7,4.66
258,51.097872,30.066596,0.12,0.14,8.0,6.0,13.0,14.0,65.0,64.0,127.0,129.0,55.0,55.0,131.0,45.0,4.32
259,51.09832,30.07888,0.11,0.11,4.0,4.0,16.0,17.0,59.0,59.0,130.0,131.0,57.0,57.0,127.0,8.4,6.07
260,51.097872,30.095153,0.12,0.14,3.0,4.0,16.0,16.0,48.0,48.0,137.0,136.0,61.0,61.0,128.0,0.7,8.74
261,51.0976,30.10845,0.19,0.22,5.0,5.0,14.0,15.0,56.0,56.0,133.0,133.0,58.0,58.0,139.0,17.0,5.08
262,51.09823,30.12301,0.12,0.12,5.0,5.0,16.0,17.0,50.0,49.0,125.0,124.0,63.0,63.0,126.0,5.3,6.51
263,51.097862,30.138006,0.11,0.12,5.0,5.0,14.0,15.0,50.0,50.0,133.0,132.0,64.0,63.0,123.0,5.7,5.99
264,51.097862,30.15229,0.11,0.14,5.0,5.0,15.0,16.0,52.0,52.0,136.0,135.0,63.0,63.0,122.0,9.7,5.76
265,51.09777,30.16727,0.11,0.11,5.0,5.0,14.0,14.0,63.0,63.0,132.0,132.0,60.0,60.0,121.0,17.0,5.05
266,51.09719,30.1802,0.14,0.16,8.0,8.0,10.0,11.0,72.0,73.0,119.0,125.0,51.0,51.0,135.0,10.5,5.59
267,51.097862,30.195124,0.09,0.09,7.0,7.0,11.0,11.0,73.0,73.0,119.0,126.0,51.0,51.0,123.0,9.8,5.94
268,51.09787,30.20979,0.1,0.1,4.0,4.0,12.0,13.0,70.0,70.0,133.0,138.0,56.0,56.0,119.0,9.5,6.71
269,51.09777,30.22431,0.1,0.11,3.0,3.0,16.0,16.0,57.0,57.0,139.0,137.0,62.0,62.0,119.0,0.9,8.24
270,51.097423,30.235063,0.11,0.12,7.0,7.0,11.0,12.0,60.0,60.0,122.0,126.0,60.0,60.0,127.0,18.5,5.33
271,51.098,30.25237,0.11,0.11,3.0,3.0,13.0,14.0,61.0,61.0,137.0,136.0,61.0,61.0,116.0,14.4,5.72
272,51.09788,30.26656,0.12,0.12,3.0,3.0,16.0,17.0,55.0,55.0,137.0,136.0,62.0,62.0,116.0,1.2,8.33
273,51.097862,30.280802,0.1,0.11,3.0,3.0,15.0,16.0,57.0,57.0,139.0,137.0,63.0,63.0,118.0,10.9,5.79
274,51.0983,30.29691,0.1,0.11,5.0,4.0,16.0,17.0,56.0,56.0,125.0,124.0,60.0,61.0,119.0,2.3,7.12
275,51.09725,30.30952,0.13,0.14,10.0,9.0,13.0,15.0,61.0,61.0,106.0,112.0,54.0,55.0,138.0,10.8,5.52
276,51.096486,30.323126,0.15,0.17,14.0,13.0,13.0,14.0,61.0,61.0,112.0,118.0,56.0,56.0,118.0,5.9,5.9
277,51.094873,29.761979,0.11,0.11,5.0,5.0,13.0,15.0,64.0,64.0,130.0,130.0,57.0,57.0,141.0,9.0,5.96
278,51.094873,29.757219,0.11,0.11,5.0,6.0,14.0,16.0,64.0,64.0,122.0,123.0,57.0,57.0,130.0,9.3,5.77
279,51.09198,29.75775,0.09,0.1,7.0,7.0,15.0,16.0,65.0,65.0,121.0,121.0,58.0,58.0,129.0,11.0,5.8
280,51.091875,30.018999,0.11,0.13,4.0,4.0,16.0,17.0,57.0,57.0,134.0,136.0,61.0,61.0,128.0,7.7,6.12
281,51.09116,30.02485,0.1,0.12,5.0,4.0,17.0,18.0,55.0,55.0,133.0,135.0,63.0,63.0,127.0,4.6,6.76
282,51.09238,30.03711,0.12,0.12,5.0,5.0,17.0,19.0,54.0,54.0,134.0,133.0,64.0,64.0,129.0,4.9,6.31
283,51.091875,30.042797,0.12,0.12,4.0,4.0,15.0,17.0,57.0,56.0,135.0,135.0,62.0,62.0,127.0,8.9,6.01
284,51.09248,30.04746,0.12,0.12,4.0,4.0,14.0,16.0,60.0,60.0,134.0,133.0,62.0,62.0,136.0,8.7,5.79
285,51.09123,30.05345,0.15,0.15,5.0,5.0,14.0,15.0,65.0,65.0,130.0,130.0,58.0,58.0,131.0,19.5,4.81
286,51.09241,30.33763,0.09,0.09,6.0,6.0,15.0,16.0,65.0,65.0,120.0,124.0,56.0,57.0,117.0,7.3,6.06
287,51.088458,30.36635,0.09,0.09,5.0,5.0,12.0,13.0,66.0,66.0,97.0,102.0,57.0,57.0,117.0,6.9,6.14
288,51.08926,30.33778,0.1,0.1,3.0,3.0,15.0,15.0,67.0,67.0,124.0,123.0,59.0,59.0,113.0,8.7,5.67
289,51.088869,30.323641,0.12,0.12,5.0,5.0,13.0,14.0,61.0,61.0,124.0,130.0,63.0,63.0,114.0,16.8,5.1
290,51.08871,30.30723,0.12,0.13,3.0,3.0,16.0,16.0,58.0,58.0,135.0,140.0,70.0,70.0,115.0,3.3,6.4
291,51.08875,30.2943,0.1,0.1,4.0,4.0,17.0,18.0,57.0,57.0,139.0,141.0,68.0,69.0,116.0,1.4,7.09
292,51.08902,30.28173,0.12,0.12,3.0,3.0,17.0,18.0,55.0,55.0,139.0,137.0,68.0,68.0,116.0,0.4,8.75
293,51.088877,30.2665,0.12,0.14,5.0,5.0,13.0,14.0,55.0,54.0,123.0,129.0,58.0,58.0,131.0,4.5,6.69
294,51.08904,30.25095,0.16,0.19,6.0,6.0,11.0,12.0,53.0,53.0,123.0,129.0,54.0,54.0,121.0,19.7,4.75
295,51.088406,30.237689,0.1,0.1,4.0,4.0,13.0,15.0,49.0,49.0,128.0,128.0,61.0,61.0,132.0,14.2,5.26
296,51.08882,30.22364,0.1,0.11,4.0,4.0,15.0,16.0,60.0,60.0,128.0,127.0,60.0,60.0,117.0,3.3,6.84
297,51.08878,30.20957,0.1,0.11,4.0,4.0,16.0,16.0,70.0,70.0,129.0,129.0,59.0,59.0,116.0,3.6,7.04
298,51.08912,30.1954,0.18,0.18,9.0,9.0,12.0,13.0,73.0,73.0,118.0,127.0,54.0,54.0,130.0,24.2,4.7
299,51.08858,30.17918,0.11,0.12,9.0,9.0,11.0,12.0,70.0,69.0,118.0,126.0,52.0,52.0,135.0,6.1,5.89
300,51.08757,30.16666,0.09,0.09,7.0,7.0,12.0,14.0,64.0,64.0,116.0,117.0,59.0,58.0,123.0,13.4,5.84
301,51.08942,30.152493,0.1,0.1,4.0,5.0,13.0,15.0,56.0,56.0,132.0,130.0,61.0,61.0,123.0,8.0,6.27
302,51.089673,30.137587,0.1,0.1,4.0,4.0,17.0,18.0,52.0,52.0,135.0,134.0,62.0,62.0,124.0,6.5,6.23
303,51.089622,30.123529,0.11,0.11,3.0,3.0,14.0,15.0,64.0,63.0,136.0,135.0,60.0,60.0,129.0,14.7,5.4
304,51.089491,30.109713,0.1,0.1,5.0,5.0,11.0,13.0,68.0,68.0,128.0,129.0,57.0,57.0,137.0,12.2,5.56
305,51.088869,30.095167,0.12,0.12,3.0,4.0,14.0,15.0,60.0,60.0,135.0,136.0,58.0,57.0,130.0,2.6,7.0
306,51.088877,30.080875,0.11,0.12,4.0,4.0,15.0,17.0,59.0,60.0,130.0,131.0,56.0,56.0,126.0,6.1,6.33
307,51.088869,30.066608,0.12,0.13,8.0,9.0,10.0,11.0,67.0,67.0,120.0,127.0,58.0,59.0,143.0,7.0,6.06
308,51.088869,30.052328,0.12,0.14,5.0,4.0,13.0,14.0,61.0,61.0,131.0,132.0,61.0,61.0,134.0,20.9,5.03
309,51.08911,30.04733,0.13,0.13,3.0,3.0,17.0,19.0,62.0,62.0,132.0,132.0,62.0,62.0,129.0,7.6,6.34
310,51.08931,30.042899,0.12,0.12,4.0,4.0,16.0,17.0,60.0,59.0,132.0,131.0,61.0,61.0,127.0,6.4,6.02
311,51.08949,30.0375,0.11,0.12,4.0,3.0,16.0,17.0,58.0,57.0,131.0,131.0,61.0,61.0,127.0,8.3,5.86
312,51.08932,30.03352,0.12,0.12,4.0,4.0,17.0,19.0,55.0,55.0,132.0,132.0,63.0,62.0,126.0,16.7,5.55
313,51.08936,30.02867,0.11,0.12,4.0,4.0,17.0,18.0,56.0,55.0,133.0,135.0,64.0,64.0,127.0,15.0,4.77
314,51.08838,30.02322,0.12,0.13,4.0,4.0,16.0,18.0,57.0,57.0,134.0,135.0,64.0,64.0,125.0,6.4,6.64
315,51.088877,30.018999,0.12,0.13,3.0,3.0,16.0,18.0,58.0,58.0,134.0,134.0,61.0,61.0,125.0,7.4,5.98
316,51.089414,30.009772,0.11,0.11,3.0,4.0,15.0,17.0,55.0,55.0,135.0,136.0,59.0,59.0,127.0,8.9,6.15
317,51.088869,29.99521,0.1,0.1,9.0,9.0,11.0,12.0,69.0,69.0,114.0,118.0,54.0,54.0,150.0,19.3,5.1
318,51.088869,29.98093,0.13,0.14,8.0,7.0,12.0,14.0,70.0,69.0,112.0,118.0,51.0,51.0,134.0,14.8,5.25
319,51.088877,29.966644,0.11,0.12,7.0,6.0,11.0,13.0,72.0,72.0,114.0,122.0,51.0,51.0,136.0,7.8,6.83
320,51.088869,29.952371,0.11,0.12,8.0,8.0,12.0,13.0,69.0,68.0,121.0,127.0,53.0,53.0,131.0,10.9,5.7
321,51.088869,29.938092,0.1,0.12,6.0,7.0,12.0,13.0,69.0,69.0,117.0,124.0,54.0,54.0,138.0,16.4,5.17
322,51.088869,29.923812,0.1,0.11,5.0,6.0,11.0,13.0,74.0,74.0,118.0,124.0,50.0,50.0,140.0,45.0,3.83
323,51.088869,29.909532,0.11,0.11,7.0,6.0,10.0,12.0,69.0,69.0,120.0,126.0,52.0,52.0,148.0,18.1,5.23
324,51.088869,29.895253,0.1,0.12,5.0,6.0,12.0,13.0,71.0,72.0,118.0,126.0,51.0,51.0,153.0,16.8,4.92
325,51.088869,29.880973,0.09,0.1,8.0,8.0,12.0,14.0,72.0,72.0,118.0,123.0,51.0,51.0,153.0,23.3,5.18
326,51.088869,29.866694,0.09,0.11,6.0,6.0,12.0,14.0,72.0,72.0,118.0,124.0,51.0,51.0,138.0,15.2,5.54
327,51.088869,29.852414,0.11,0.11,9.0,7.0,13.0,14.0,70.0,70.0,124.0,125.0,53.0,53.0,146.0,45.0,4.38
328,51.088869,29.838134,0.12,0.12,7.0,7.0,12.0,14.0,65.0,64.0,123.0,129.0,53.0,53.0,141.0,17.4,4.61
329,51.088869,29.823855,0.11,0.11,6.0,6.0,14.0,15.0,59.0,59.0,132.0,133.0,58.0,58.0,129.0,6.5,6.84
330,51.088869,29.809575,0.1,0.1,4.0,4.0,17.0,19.0,61.0,60.0,136.0,135.0,57.0,57.0,132.0,1.5,7.18
331,51.089661,29.795033,0.1,0.11,4.0,4.0,15.0,16.0,64.0,64.0,135.0,136.0,63.0,63.0,133.0,3.7,6.72
332,51.088869,29.781016,0.09,0.1,4.0,5.0,12.0,13.0,70.0,70.0,120.0,124.0,59.0,59.0,139.0,10.7,5.26
333,51.087985,29.766635,0.1,0.1,6.0,5.0,11.0,13.0,75.0,75.0,129.0,130.0,53.0,53.0,141.0,9.3,6.41
334,51.088869,29.752457,0.1,0.11,5.0,6.0,13.0,14.0,70.0,70.0,117.0,118.0,57.0,57.0,145.0,45.0,4.11
335,51.08602,30.33712,0.1,0.1,3.0,3.0,14.0,15.0,67.0,67.0,124.0,124.0,63.0,63.0,113.0,13.1,5.41
336,51.0827,30.35716,0.1,0.11,4.0,3.0,16.0,17.0,66.0,66.0,126.0,126.0,59.0,59.0,111.0,5.4,6.73
337,51.08286,30.34704,0.1,0.1,4.0,4.0,14.0,15.0,58.0,58.0,126.0,128.0,62.0,63.0,108.0,7.9,5.63
338,51.08309,30.34274,0.1,0.11,4.0,4.0,15.0,16.0,60.0,60.0,126.0,124.0,62.0,62.0,108.0,3.7,6.33
339,51.08275,30.33817,0.1,0.1,3.0,3.0,16.0,16.0,66.0,68.0,127.0,125.0,62.0,62.0,111.0,3.3,6.65
340,51.08329,29.90467,0.1,0.11,5.0,4.0,14.0,15.0,57.0,56.0,127.0,127.0,58.0,58.0,132.0,5.3,5.82
341,51.079885,29.752459,0.1,0.1,6.0,7.0,13.0,15.0,71.0,71.0,112.0,114.0,57.0,57.0,142.0,24.8,4.56
342,51.079885,29.766738,0.09,0.1,8.0,7.0,12.0,13.0,75.0,74.0,111.0,117.0,53.0,53.0,142.0,26.6,4.65
343,51.079876,29.781016,0.1,0.11,8.0,7.0,13.0,14.0,72.0,72.0,120.0,126.0,57.0,58.0,150.0,45.0,4.19
344,51.079876,29.795296,0.09,0.1,3.0,3.0,17.0,19.0,57.0,57.0,137.0,136.0,59.0,59.0,137.0,3.1,6.58
345,51.079876,29.809575,0.11,0.11,5.0,4.0,14.0,16.0,56.0,55.0,134.0,134.0,58.0,58.0,139.0,11.3,5.31
346,51.079885,29.823854,0.09,0.1,5.0,5.0,14.0,15.0,57.0,57.0,135.0,135.0,60.0,60.0,135.0,13.1,5.42
347,51.079876,29.838134,0.1,0.1,3.0,4.0,15.0,17.0,54.0,53.0,138.0,137.0,64.0,64.0,134.0,3.8,7.25
348,51.079876,29.852414,0.11,0.12,5.0,6.0,14.0,15.0,64.0,64.0,128.0,130.0,57.0,57.0,138.0,17.5,5.14
349,51.079876,29.866694,0.11,0.11,8.0,7.0,11.0,12.0,68.0,68.0,120.0,127.0,51.0,51.0,151.0,15.0,5.24
350,51.079876,29.880973,0.1,0.12,4.0,4.0,13.0,14.0,62.0,62.0,128.0,129.0,56.0,56.0,140.0,6.7,6.14
351,51.079876,29.895253,0.11,0.11,4.0,4.0,14.0,15.0,55.0,54.0,130.0,131.0,58.0,58.0,135.0,2.0,7.08
352,51.079876,29.901488,0.1,0.12,5.0,5.0,16.0,17.0,58.0,57.0,133.0,132.0,61.0,61.0,133.0,1.5,7.45
353,51.079885,29.904768,0.11,0.11,3.0,4.0,16.0,17.0,57.0,57.0,135.0,134.0,60.0,60.0,131.0,2.0,8.02
354,51.079876,29.909532,0.1,0.12,4.0,4.0,16.0,18.0,59.0,58.0,133.0,135.0,59.0,59.0,129.0,3.9,7.23
355,51.079876,29.923812,0.1,0.1,5.0,5.0,15.0,17.0,56.0,56.0,132.0,130.0,61.0,61.0,126.0,5.7,6.9
356,51.079876,29.938092,0.11,0.11,3.0,4.0,16.0,18.0,53.0,53.0,134.0,133.0,65.0,65.0,129.0,7.7,5.58
357,51.079876,29.952371,0.1,0.11,5.0,5.0,17.0,18.0,54.0,54.0,135.0,134.0,66.0,66.0,126.0,3.5,6.35
358,51.079876,29.966651,0.1,0.1,5.0,4.0,15.0,17.0,58.0,58.0,130.0,129.0,64.0,64.0,125.0,3.7,6.43
359,51.079885,29.971403,0.1,0.1,5.0,5.0,15.0,16.0,56.0,56.0,130.0,129.0,63.0,63.0,124.0,6.8,6.01
360,51.079885,29.976163,0.1,0.1,5.0,4.0,15.0,16.0,58.0,58.0,135.0,133.0,62.0,62.0,128.0,8.4,5.84
361,51.08032,29.98096,0.12,0.13,4.0,4.0,15.0,17.0,58.0,58.0,133.0,131.0,61.0,61.0,124.0,6.6,6.19
362,51.081516,29.99411,0.09,0.1,4.0,4.0,15.0,17.0,60.0,59.0,131.0,130.0,59.0,59.0,123.0,8.9,5.84
363,51.079876,30.00949,0.11,0.11,3.0,4.0,15.0,16.0,57.0,56.0,132.0,130.0,57.0,57.0,125.0,2.4,6.87
364,51.079885,30.023759,0.11,0.13,5.0,4.0,17.0,18.0,55.0,55.0,133.0,132.0,64.0,64.0,125.0,4.4,6.62
365,51.08004,30.03901,0.14,0.14,7.0,7.0,12.0,13.0,74.0,74.0,126.0,128.0,59.0,59.0,130.0,12.1,5.61
366,51.079876,30.052328,0.12,0.12,7.0,7.0,10.0,11.0,70.0,70.0,132.0,132.0,56.0,56.0,138.0,11.7,5.13
367,51.079876,30.066608,0.11,0.12,5.0,5.0,15.0,16.0,68.0,68.0,131.0,132.0,58.0,58.0,128.0,24.4,5.09
368,51.079172,30.080565,0.13,0.13,5.0,4.0,13.0,15.0,74.0,74.0,131.0,131.0,55.0,55.0,126.0,16.6,4.88
369,51.079876,30.095167,0.13,0.13,5.0,5.0,11.0,12.0,71.0,71.0,119.0,124.0,54.0,54.0,144.0,6.9,5.76
370,51.079876,30.109447,0.13,0.14,7.0,7.0,11.0,12.0,67.0,67.0,120.0,126.0,55.0,55.0,133.0,13.0,6.57
371,51.08027,30.12376,0.14,0.15,5.0,5.0,13.0,14.0,73.0,74.0,123.0,128.0,52.0,52.0,134.0,20.9,4.73
372,51.0792,30.13783,0.11,0.12,4.0,4.0,13.0,14.0,71.0,72.0,134.0,134.0,57.0,57.0,122.0,23.6,4.74
373,51.079885,30.152269,0.1,0.12,4.0,4.0,11.0,12.0,68.0,68.0,123.0,124.0,58.0,58.0,125.0,14.5,5.32
